folio,rubrique,nom,statut_soc,objet,detail_objet,localisation,redevance
"f°29 recto, l.13",ter Capellen bi Brucele,Jan van Yeve,?,1 voerhoede 1 hofstat,1 voerhoede 1 hofstat,op de Hoech strate,1 denier
"f°29 recto, l.14",ter Capellen bi Brucele,Willem Halfhuis ,?,"2,5 roeden ",/,?,"2,5 deniers payments"
"f°29 recto, l.14 aussi",ter Capellen bi Brucele,Willem Halfhuis ,?,1 andere hofstat,/,?,obole
"f°29 recto, l.15",ter Capellen bi Brucele,Jan de bleyckere de plackere,de bleyckere?,1 ou 1/2? Cleinen hoernecke 1 hofstat?,1 ou 1/2? Cleinen hoernecke 1 hofstat?,op den bucborne,1 denier
"f°29 recto, l.16",ter Capellen bi Brucele,Lodewijc van Rode,de timmerman,goede,"dat was Gilijs van der Heyden, dat hout Gilijs van Masenzele","CD1321 dans la rubrique""Supra Hoghestrate retro Franconem Muels""",2 deniers payments
"f°29 recto, l.17",ter Capellen bi Brucele,Vrancke van Delhem,?,?,/,"CD1321dans la rubrique ""Supra Hoghestrate retro Franconem Muels""",8 deniers payments
"f°29 recto, l.18",ter Capellen bi Brucele,Adaem van Bruichem,"""Peter Deckers sone""",goede,"van Vranx Muuls (goede, c'est/c'était le bien de Vranx Muul)","CD1321 dans la rubrique ""Supra Hoghestrate retro Franconem Muels""",3 deniers payments
"f°29 recto, l.19",ter Capellen bi Brucele,Vrancke Kerreman,?,"""van nuws van goede""",dat was Gherems van den nuwenhuis (le goede j'imagine pas le van nuws?),"CD1321 dans la rubrique ""Supra Hoghestrate retro Franconem Muels""",3 deniers payments
"f°29 recto, l.20",ter Capellen bi Brucele,Gherem van den nuwenhuis,de clerc,?,dat hout joffrouwe Zoete uten nuwen huis,"CD1321 dans la rubrique ""Supra Hoghestrate retro Franconem Muels""","3,5 deniers payments"
"f°29 recto, l.21",ter Capellen bi Brucele,Kateline van Rode/Bode,?,"goede -> Voerhoed? (ds le CD1321 : It. Franco de Busco, dictus Bakerman, de fronte domistadii dicti Roede Camme supra Altam stratam. 2 deniers",van Vranx goede van den Bosche die hiet Bakerman van .I. voerhoede die heet Roede Camme,op de hoeghestrate,2 deniers 
"f°29 recto, l.22",ter Capellen bi Brucele,Jan Baert,?,goede van 1 voerhoed : goede = voerhoede?,"""van Wouters Bastijns goede van .I. voerhoede sire hofstat die was Aerds Liefoghe wijf""","CD1321 dans la rubrique ""Supra Hoghestrate retro Franconem Muels""",1 denier
"f°29 recto, l.23 (barré)",ter Capellen bi Brucele,ghescreven op Jan den Moldere te Rode,ghescreven op Jan den Moldere te Rode,ghescreven op Jan den Moldere te Rode,ghescreven op Jan den Moldere te Rode,ghescreven op Jan den Moldere te Rode,ghescreven op Jan den Moldere te Rode
"f°29 recto, l.24",ter Capellen bi Brucele,Gherbeerch Lansvrouwen,?,1 hofstat,die was Magrieten Lansvrouwe,"""daer""",obole
"f°29 recto, l.25",ter Capellen bi Brucele,Gherbeerch Lansvrouwen,?,1 voerhoede,van der selver hofstat van nuws,"""daer""",obole
"f°29 recto, l.26",ter Capellen bi Brucele,Jan Danijs,de moldere,1 voerhoede,sire hofstat,ter Capellen,1 denier
"f°29 recto, l.27",ter Capellen bi Brucele,Colijn Boye,?,1 stretken,/,jeghen senne over dat nu een scone es,"1,5 deniers payments"
"f°29 recto, l.28",ter Capellen bi Brucele,Kateline tSer Soys ,"""Gilijs wijf tSer Soys""",haren huis & 1 voervanghe,daer si in woent (= huis),?,3 deniers
"f°29 recto, l.29",ter Capellen bi Brucele,Ian de smet van bensele/bersele,?,1 hoestalle,/,op de hoegstrate jeghen ? Over,2 deniers jarscare van??
"f°29 verso, l.1 (barré)",ter Capellen bi Brucele,[Gherarts Behaghelaerts wijf],[?],2 hofstaden?,[van der kinderen goede van Facueys van  2 hofstaden],[daer woende Egloys Boye ende Ghilijs Behaghelaert],"[van sente Danijs tseis, 1,5 deniers]"
"f°29 verso, l.2",ter Capellen bi Brucele,< Gherart dinghelsche de bleyckere van goede dat was>Aerd de Coninc,<de bleyckere>,1 hofstat,die was joffrouwe Yden uten Steenweghe,daer woende Dyonijs Pater Noster,"4,5 sols et 2 chapons"
"f°29 verso, l.3",ter Capellen bi Brucele,< Gherart dinghelsche de bleyckere van goede dat was>Aerd de Coninc??,<de bleyckere>????,1 voervanghe,/,bi her Bonincs onder ende boven,2 deniers
"f°29 verso, l.4",ter Capellen bi Brucele,Gilijs de Winter,?,1 voerhoede,sire hofstat,op den crekeldrijsch,2 deniers
"f°29 verso, l.5",ter Capellen bi Brucele,Gilijs de Winter,?,1 enen cleinen wechsbene,/,achter sijn hof,3 deniers
"f°29 verso, l.6",ter Capellen bi Brucele,<Magriete van buseghem van goede dat was> joffrouwe Alijte ven den Wissele ,?,1 hofstat,die wilen was Heinrec Leus wilen Aliten Timmermans ,bi Jans Robijns,"4,5 sols et 2 chapons"
"f°29 verso, l.7",ter Capellen bi Brucele,joffrouwe Alijte van den Wissele?,joffrouwe,1 hofstat,/,in den rechten wech ter Nuwer molen werd,12 deniers et 1 chapon
"f°29 verso, l.8",ter Capellen bi Brucele,Lonijs de Crane ende 1 ander wijf,?,van den selven goede,/,bi Jan Brueders bi der Sieckerliede?,1 denier
"f°29 verso, l.9",ter Capellen bi Brucele,Gilijs van Molvem/Molnem (barré et remplacé plus tard par Jan de Rode de kestere>,?,1 voerhoede,sire hofstat,daer hi woent bi Brukelens borne,3 deniers
"f°29 verso, l.10",ter Capellen bi Brucele,Godevert Vederman,?,goede? => hofstat ou 1 goede van 1 hofstat?,van Gissbrechts goede van Eleghem wilen beckere van sire hofstat,?,obole
"f°29 verso, l.11",ter Capellen bi Brucele,Heinrec van den Borne,?,goede van nuws?,van Peter Troest goede van nuws vore sine huis,bi de Rode Camme,2 deniers
"f°29 verso, l.12",ter Capellen bi Brucele,Willem van Molnem/Molvem <Jan Zecrabbe>,?,1 hofstat,die sire moeder was,?,1 denier
"f°29 verso, l.13",ter Capellen bi Brucele,Jan van Polsborec,?,1 voerhoede,sire hofstat,daermen gheet ten Wolle drijsch werd,3 deniers
"f°29 verso, l.14",ter Capellen bi Brucele,Jan van Polsborec,?,1 voerhoede,sire hofstat,?,obole
"f°29 verso, l.15",ter Capellen bi Brucele,Jacob van Alsenberghe,de beckere,sinen grade,vore sine huis,bi Rusbroec wikete,obole
"f°29 verso, l.16",ter Capellen bi Brucele,Jacob ende Heinrec Spieghelere ghebroedere,?,"""van 1 voerhoede 1 hofstat"" = le voerhoede d'un hofstat OU le voerhoed + hofstat ?",/,ieghen de Rode Camme,1 denier
"f°29 verso, l.17",ter Capellen bi Brucele,Gilijs van Rusbroec,daendoendere,1 voerhoede,"sire hofstat, dat hout Heine Coppens",in die Akeleystrate,3 deniers
"f°29 verso, l.18",ter Capellen bi Brucele,Heinrec Mich,?,1 voerhoede,sire hofstat,ieghen proefts hof van der Capellen,1 denier
"f°29 verso, l.19",ter Capellen bi Brucele,Jan Jans sone van Nederbeke <Heine de cupere>,?,1 voerhoede,/,op de Hoechstrate tuschen sijns vader huis ende Aerds Baertmakers,3 deniers
"f°29 verso, l.20",ter Capellen bi Brucele,vide,,,,,
"f°29 verso, l.21",ter Capellen bi Brucele,Jan Onijs,?,1 dele 1 hofstat,daer hi in woent,daer hi in woent,1 denier
"f°29 verso, l.22",ter Capellen bi Brucele,Bouden de Losche,?,1 voerhoede,"sire hofstat, daer hi in woent",daer hi in woent,obole
"f°29 verso, l.23",ter Capellen bi Brucele,Gilijs Staf <Jan Cluetinc>,de smed?,ere travalien,/,op de Hoeghestrate neven Peters Stafs,9 deniers
"f°29 verso, l.24",ter Capellen bi Brucele,Aerd van Winckesele die men heet de bartmakere,?,van dat hi sijn water van sine scanore leide mach ter strate uten,/,/,1 denier
"f°35 verso, l.12",in de Backerstrate,Jan divechbosch,?,goede,van Gilijs Deckers weghen van goede dat was Willems Baert,bi den borne,4 sous et 2 chapons
"f°35 verso, l.13",in de Backerstrate,Heinrec van Anderlecht,?,goede,van Jan On/meloeps weghen van goede dat was Amelrex van den Inde,?,6 sols et 3 chapons
"f°35 verso, l.14",in de Backerstrate,Jan Steenberch <Mag(rie)t(e) peyts en(de) jan hare man gile(n) hecht>,?,goede,dat was Jans Hoet Vlacke ,bi den borne in de backerstrate,6 sols et 3 chapons
"f°35 verso, l.15 (barrée)",in de Backerstrate,ghescreven op steenwech hier vore,,,,,
"f°35 verso, l.16",in de Backerstrate,Jan Steenberch <??>,?,1 hofstat,"""van Wouter Mandemakers goede van 1 hofstat die was Yden Scoender vrouwen""",?,"3 sols et 1,5 chapons"
"f°35 verso, l.17",in de Backerstrate,Jan Steenberch <??>,?,1 hofstat,die was wilen her Vranx van Overhem,?,"3 sols et 1,5 chapons"
"f°35 verso, l.18",in de Backerstrate,Jan Steenberch <??>,?,?,van Heinrec der Kinder goede ende sire sustere,in de vetterstrate ende in de backerstrate,6 sols et 3 chapons
"f°35 verso, l.19",in de Backerstrate,de cloester van groten Bigarden,de cloester van Groten Bigarden,?,?,?,12 deniers
"f°35 verso, l.20",in de Backerstrate,Jan van der Heeck Jans sone van der Heek,?,goede,wilen her ??? Milders,?,"3 sols et 1,5 chapons"
"f°35 verso, l.21",in de Backerstrate,Jan van der Heeck Jans sone van der Heek,?,1 hofstat,die was Jans Meken,?,"3 sols et 1,5 chapons"
"f°35 verso, l.22",in de Backerstrate,Jan van den Velde,?,1 hofstat,die was Jan Bakermen wilen was Magriete Gorijs dochter,?,12 deniers et 1 chapon
"f°35 verso, l.23",in de Backerstrate,joffrouwe Magriete Rulen tsmols wijf was,"joffrouwe, wijf was",1 hofstat,ghecoecht ieghen Magriete van Lunen,?,8 sols 6 deniers et 3 chapons
"f°35 verso, l.24",in de Backerstrate,Aerd Seghers <heecht>,?,eere hofstat,/,daer,6 sols et 3 chapons
"f°35 verso, l.25",in de Backerstrate,<Reynere Vele> et avant Aerd Seghers?,?,1 hofstat,die wile was Gilijs Gorijs,?,6 sols et 3 chapons
"f°35 verso, l.26",in de Backerstrate,Jan van Laerboec <Aerd Pypenpoy - Jan de Cone/Cove>,?,"""goede""",van Wouters Brunen goede dat was Jans Neckers tsmolders ,op den hoernec in de beemstrate,6 sols 1 denier et 3 chapons
"f°36 recto, l.1",in de Backerstrate,Jan Pauwels <Heine van Brachenen>,?,1 hofstat,die was Daneels van Everne dsbriedere wilen was Willems van Braechene,?,2 sols et 2 chapons
"f°36 recto, l.2",in de Backerstrate,Jan Pauwels,?,1 voerhoede 1 hofstat,/,ieghen den Nepe over,6 deniers
"f°36 recto, l.3",in de Backerstrate,Jan Pauwels <her wouter de riddere>,?,"""goede""",dat was Peter Tots,jeghen de nuwe strate boven der Zieckerliede,8 deniers
"f°36 recto, l.4",in de Backerstrate,Jan Pauwels <Willem vanden Heetnelde/Heetvelde>,?,"""goede""",van Gheertruden tswalen goede Heinrex Coes was,bi der Sieckerlide,19 deniers
"f°36 recto, l.5",in de Backerstrate,Jan Pauwels ou Willem vanden Heetvelde?,?,goede,"""dat was Jan Pauwels Libbrechts ",op Bonincs plaetse,2 sols et 1 chapon
"f°36 recto, l.6",in de Backerstrate,Jan Pauwels ?,?,1 voerhoede,/,in beiden siden van sinen huis op Bonincs plaetse,3 deniers
"f°36 recto, l.7",in de Backerstrate,Jan Pauwels? <Heine van Brachen>,?,"""goede""",dat was Jans van Wolverthem van 1 hofstat die was Wouters van Braechene ,ieghen den Nepe over,33 deniers et 2 chapons
"f°36 recto, l.8",in de Backerstrate,Willem Pauwels,?,1 borre,vore Claes van bochkebielien,?,1 denier
"f°36 recto, l.9",in de Backerstrate,Willem Pauwels,",",van nuws ,vore sijns huis van 1 voervanghe,in de beemstrate,1 denier
"f°36 recto, l.11",in de Vetterrestrate,Ghijsbrecht tSer Soys <Gilijs? Vander heecht>,?,4 hofstaden,/,2 hofstaden in de vetterestrate et 2 hofstden in de beckerstrate,9 sols et 4 chapons
"f°36 recto, l.12",in de Vetterrestrate,Ghijsbrecht tSer Soys <Gilijs? Vander heecht>,?,1 condute van 1 beken van nuws,vore sine huis,?,1 denier
"f°36 recto, l.13",in de Vetterrestrate,Ghijsbrecht tSer Soys <Gilijs? Vander heecht>,?,1 hofstat,die was Wouter Amecoys,in dende van der Vetterstraten gheleghen,6 sols et 3 chapons
"f°36 recto, l.14 (barrée)",in de Vetterrestrate,[Ghijsbrecht tser Soys],[?],[1 voerhoede 1 hofstat],[/],[in de Pottria in den hoec bi Sente Marien borne daer sine poerte op steet],[1 denier]
"f°36 recto, l.15",in de Vetterrestrate,Ghijsbrecht tSer Soys,?,3 boender lands med 1 cleinder hofstat,"boender land : gheleghen tuschen wilen Vranx Swaefs hof ende den steenwech daermen gheet ter nuwer brugghen weerd, med 1 cleinder hofstat daermen gheet ten voerseide goede wert also aelst hem vewijst","gheleghen tuschen wilen Vranx Swaefs hof ende den steenwech daermen gheet ter nuwer brugghen weerd, med 1 cleinder hofstat daermen gheet ten voerseide goede wert",2 sols et 1 chapon
"f°36 recto, l.16",in de Vetterrestrate,Ghijsbrecht tSer Soys <Jan de Leeunere/leeuvere>,?,goede,dat was Jan Soys sijn brueder bi der joffrouwen van Anderlecht,?,3 sols
"f°36 recto, l.17",in de Vetterrestrate,Ghijsbrecht tser Soys,?,1 fronte domistadii,"""de bonis Magriete de Smissen inde her Tobie de fronte domistadii recto domum? Sitam in qua manet""",?,1 denier
"f°36 recto, l.18",in de Vetterrestrate,Ghijsbrecht tser Soys,?,1 voerhoede,sire hofstat die tvoerseide Jans was,?,1 denier
"f°36 recto, l.19",in de Vetterrestrate,"Ghijsbrecht tser Soys <Heinrec van Anderlecht, Gilijs vander hecht>",?,goede,"""van goede dat was wilen Reyners suster van Crayenem""",?,"10 sols, 4 chapons"
"f°36 recto, l.20",in de Vetterrestrate,Diderec Bouts <Jan Pont/pout van Heenbeke>,?,goede,"""van Katelinen Diderex goede wilen was Heulwighen tFos""",?,"27 deniers, 1 chapon et dachterdeel van 1 chapon"
"f°36 recto, l.21",in de Vetterrestrate,Diderec Bouts <Jan Pont/pout van Heenbeke??>,?,den selven goede,/,?,"27 deniers, 1 chapon et dachterdeel van 1 chapon"
"f°36 recto, l.22",in de Vetterrestrate,Wouter van Cutsem <Willem van Vroenbelt/Vroenvelt>,?,1 hofstat?,"""van Peter goede van Dornepe wilen Jans Ghysel Netelzops van 1 hofstat daer hi in woent""",in de vetterstrate,3 s et 1/2 chapon???
"f°36 recto, l.23",in de Vetterrestrate,Amelrec van Blaer,?,den selven goede,/,den selven goede => in de vetterstrate?,3 sols et 1/2 chapon
"f°36 recto, l.24",in de Vetterrestrate,Jan van den Voerde,?,goede,dat was Peters Vlemincs,?,6 sols et 3 chapons
"f°36 recto, l.25",in de Vetterrestrate,Kateline Boefs <Jan de Colnere>,?,goede,dat was Heilwighen Boefs,?,"3 sols et 1,5 chapons"
"f°36 recto, l.26",in de Vetterrestrate,Kateline Boefs,?,goede,dat was Gilijs Costers daer,daer,20 deniers obole 1 chapon tsestiendeel van 1 cap min
"f°36 verso, l.1",in de Vetterrestrate,Gilijs van Vitseroel/Uitseroel <Jan de Colnere/Colvere>,?,1 hostat,die was Gilijs Ghiselsgorijs in de vetterstrate ende bakerstratre wilen Ghijsbrechts Soys,in de vetterstrate ende bakerstrate,"9 sols et 4,5 chapons"
"f°36 verso, l.2",in de Vetterrestrate,Gilijs Adaems <Jan Calevoert Gilijs vander Heech>,?,goede,goede der kinder ende sire sustere ,in de vetterstrate boven Ghijsbrechts tser Soys ende Gilijs Vitseroels/Uitseroels,6 sols et 3 chapons
"f°36 verso, l.3",in de Vetterrestrate,[Inghbrecht van den Poele] <Gilijs van der Brugghen>,?,2 hofstaden,/,"die liegghen bi der Slachmolre bi den vivere daer <, (barré : tenet af ghilt Adrijs de clachmoldere 4 sols et 2 chapons)",10 sols et 4 chapons
"f°36 verso, l.4",in de Vetterrestrate,Inghbrecht van den Poele? Ou directement <Gilijs van der Brugghen??>,?,vander vatterbeken,over sijn beemde te leidenen 3 dagh(wande?/ 3 daghen?) de weke,?,2 deniers
"f°36 verso, l.5",in de Vetterrestrate,Gilijs Zuetman,?,1 hofstat?,"""van Maes goede van Calenvoert van 1 hofstat Ghiselijs Halfhuis dochter""",?,8 sols et 4 chapons
"f°36 verso, l.6",in de Vetterrestrate,Gilijs Zuetman,?,1 voerhoede,sire hofstat,in de neckerstrate ieghen Jan van der Heecht,1 ou 1/2 denier
"f°36 verso, l.7",in de Vetterrestrate,Jan wijf van Conixloe was <[Jan tsersant] van goede dat was> <Andries van Bilhoen>,?,"""van den selven goede""",van Jan Adaems kinder goede van den Berghe van her Spraylants van den selven goede,?,18 deniers 1/2 chapon et 1/4 chapon
"f°36 verso, l.8",in de Vetterrestrate,Jan de Lennere,de wevere,1/2 ou 1 voervanghe,vore sijn huis ,in de Vetterstrate,2 deniers
"f°37 recto, l.1",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Jan Gorijs,?,goede,dat was Gorijs van den Plasche,bi der Hameyden,"7 deniers et 3,5 chapons"
"f°37 recto, l.2",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Jan Gorijs,?,goede,dat was Gilijs Gorijs sone die waren sapienaen?? Wilen was Wouters Conincs wijf,?,"31 deniers et 1,5 chapons"
"f°37 recto, l.3",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Heinrec Jans sone der kinder puis Jan Calvoert barré puis Gilijs vander hecht half,?,?,/,ane der husarmen ande amelrex boets goede,"5 sous 2,5 chapons"
"f°37 recto, l.4",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Yde Heinrex Tolders/Colders suster puis Jan Starke van Obbrucele,de beghine puis ?,goede,wilen was Aerds Tolders,?,"4,5 sous 2 chapons et 1/4 de chapon"
"f°37 recto, l.5",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Yde (heinrex tolders suster),de selve beghine,goede,van haers vaders,daer,6 sous et 3 chapons
"f°37 recto, l.6",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Jan debaertmakere h. sone babijrs ende Magriete Preters Jans dochter,?,goede,van Aliten van Hoelaer wilen was Aerds Zeelmakers,daer,"3 sous et 1,5 chapons"
"f°37 recto, l.7",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Jan debaertmakere h. sone babijrs ende Magriete Preters Jans dochter,?,goede,van Girujs van den Plasche,?,"3 sous et 1,5 chapons"
"f°37 recto, l.8",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Jan debaertmakere h. sone babijrs ende Magriete Preters Jans dochter,?,1 voerhoede 1 hofstat,/,bi Godeverts Sabels tobbrucele,6 deniers
"f°37 recto, l.9",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Gilijs tser Gosens puis? Gilijs van billioen,tser? Puis?,goede,dat wilen was Heinrec Tots,?,18 deniers 1/2 chapon et 1/4 de chapon
"f°37 recto, l.10",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Jan diemen heet sloc/slot,de wevere,?,/,?,4 sous 2 chapons
"F°37 recto, l.11",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Jan diemen heet sloc/slot,de selve wevere,1 voerhoede,sire hofstat van nuws,?,3 deniers
"f°37 recto, l.12",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Aerd Pauwels,?,?,?,bi der Slijpmolen,5 sous 3 deniers et 3 chapons
"f°37 recto, l.13",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Aerd Pauwels,?,1 voerhoede,sire hofstat ,daer hi in woend in de Bleyckerie,1 denier
"f°37 recto, l.14",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Aerd Pauwels,?,1 voerhoede,sire hofstat,bi Jans Vos tswevers onder de molen,1 denier
"f°37 recto, l.15",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Aerd Pauwels,?,1 voerhoede ,haere hofstat,inde Bleyckerie,3 deniers
"f°37 recto, l.16",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Adaem Spole,?,goede,dat was Daneels van Halle van 1 hofstat,achter de Slijpmolen,2 deniers
"f°37 recto, l.17",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,meester Willem van Tienen puis Willem van Pede,de surgien,eer goten,,die gheet onder de strate in sinen beemd bi sijn huis,1 denier
"f°37 recto, l.18",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Willem Outman/Ontman,de timmerman,1 voerhoede,sire hofstat vore sine huis,vore sine huis,3 deniers
"f°37 recto, l.19",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Magriete van Bogarde Peter sweerbeghers/sweerveghers dochter puis Jan van Vlesenbeke,Peter sweerv/beghers dochter,1 voerhoede,bare hofstat,bi Matheus huis tsfetters,3 deniers
"f°37 recto, l.20",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Magriete van Bogarde Peter sweerbeghers/sweerveghers dochter OU SLMT Jan van Vlesenbeke,?,goede,van h. van Anderlecht wilen Heinrec Halfhuis van 1 hofstat,in de Bleyckerie,15 deniers et 1/2 chapon
"f°37 recto, l.21",in de Beeldstrate ende op den steenwech ende achter de slijpmolen daer bi,Heinrec de cupere ende Lijsbet Lanen tfos dochter,?,goede,dat was Jans van Lewe ,bi de Spuelconte,12 deniers 1 chapon
